2023-12-07 09:13:47 : begin
2023-12-07 09:13:48 : DUT1 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:49 : DUT2 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:51 : DUT:1 ctrl : sw:"V23.11.01 (0010)" serial:203 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:13:51 : DUT:1 ctrl2: sw:"N/A" serial:0 hw: "N/A"
2023-12-07 09:13:59 : DUT:1 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:03 : DUT:1 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:04 : DUT:1 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:09 : DUT:1 slot: c  FT1        ver:" (mismatch)(card type)"
2023-12-07 09:14:14 : DUT:2 ctrl : sw:"V23.11.01 (0010)" serial:478 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:14:14 : DUT:2 ctrl2: sw:"V23.11.01 (0010)" serial:476 hw: "Ver.C"
2023-12-07 09:14:21 : DUT:2 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:24 : DUT:2 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:26 : DUT:2 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:32 : DUT:2 slot: b  FE1        ver:"V4.03.04 (0010), HW: G, FPGA: 09"
2023-12-07 09:19:37 : DUT 1 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:19:49 : DUT 2 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:22:35 : DUT 1 (AM3440_CCPA_Get_dpllStabdbyStatus_log)  InputStatus:Ooflos LockStatus:Unlock CalStatus:Normal InputSticky:Oof LockSticky:Lock CalSticky:Normal
2023-12-07 10:45:08 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:24, get:0E
2023-12-07 10:45:09 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:25, get:0F
2023-12-07 10:45:11 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:26, get:0C
2023-12-07 10:45:12 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:27, get:0D
2023-12-07 10:45:14 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:28, get:02
2023-12-07 10:45:15 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:29, get:03
2023-12-07 10:45:17 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:2A, get:00
2023-12-07 10:45:18 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:2B, get:01
2023-12-07 10:45:20 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:2C, get:06
2023-12-07 10:45:21 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:2D, get:07
2023-12-07 10:45:23 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:2E, get:04
2023-12-07 10:45:24 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:2F, get:05
2023-12-07 10:45:45 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:30, get:1A
2023-12-07 10:45:47 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:31, get:1B
2023-12-07 10:45:48 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:32, get:18
2023-12-07 10:45:50 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:33, get:19
2023-12-07 10:45:51 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:34, get:1E
2023-12-07 10:45:53 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:35, get:1F
2023-12-07 10:45:54 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:36, get:1C
2023-12-07 10:45:56 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:37, get:1D
2023-12-07 10:45:57 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:38, get:12
2023-12-07 10:45:59 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:39, get:13
2023-12-07 10:46:00 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:3A, get:10
2023-12-07 10:46:02 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:3B, get:11
2023-12-07 10:46:03 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:3C, get:16
2023-12-07 10:46:05 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:3D, get:17
2023-12-07 10:46:06 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:3E, get:14
2023-12-07 10:46:08 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:3F, get:15
2023-12-07 10:46:09 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:40, get:62
2023-12-07 10:46:11 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:41, get:63
2023-12-07 10:46:12 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:42, get:60
2023-12-07 10:46:14 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:43, get:61
2023-12-07 10:46:15 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:44, get:66
2023-12-07 10:46:17 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:45, get:67
2023-12-07 10:46:18 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:46, get:64
2023-12-07 10:46:20 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:47, get:65
2023-12-07 10:46:41 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:48, get:5D
2023-12-07 10:46:42 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:49, get:5D
2023-12-07 10:46:44 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:4A, get:5C
2023-12-07 10:46:45 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:4B, get:5C
2023-12-07 10:46:47 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:4C, get:5F
2023-12-07 10:46:49 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:4D, get:5F
2023-12-07 10:46:50 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:4E, get:5E
2023-12-07 10:46:52 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:4F, get:5E
2023-12-07 10:46:53 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:50, get:74
2023-12-07 10:46:55 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:51, get:76
2023-12-07 10:46:56 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:52, get:70
2023-12-07 10:46:58 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:53, get:72
2023-12-07 10:46:59 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:54, get:7C
2023-12-07 10:47:01 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:55, get:7E
2023-12-07 10:47:02 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:56, get:78
2023-12-07 10:47:04 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:57, get:7A
2023-12-07 10:47:05 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:58, get:6A
2023-12-07 10:47:07 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:59, get:6B
2023-12-07 10:47:08 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:5A, get:68
2023-12-07 10:47:10 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:5B, get:69
2023-12-07 10:47:11 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:5C, get:6E
2023-12-07 10:47:13 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:5D, get:6F
2023-12-07 10:47:14 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:5E, get:6C
2023-12-07 10:47:16 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:5F, get:6D
2023-12-07 10:47:37 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:60, get:48
2023-12-07 10:47:38 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:61, get:49
2023-12-07 10:47:40 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:62, get:46
2023-12-07 10:47:41 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:63, get:47
2023-12-07 10:47:43 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:64, get:4C
2023-12-07 10:47:44 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:65, get:4D
2023-12-07 10:47:46 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:66, get:4A
2023-12-07 10:47:47 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:67, get:4B
2023-12-07 10:47:49 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:68, get:40
2023-12-07 10:47:50 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:69, get:41
2023-12-07 10:47:52 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:6A, get:3F
2023-12-07 10:47:53 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:6B, get:3F
2023-12-07 10:47:55 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:6C, get:44
2023-12-07 10:47:56 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:6D, get:45
2023-12-07 10:47:58 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:6E, get:42
2023-12-07 10:47:59 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:6F, get:43
2023-12-07 10:48:00 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:70, get:56
2023-12-07 10:48:02 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:71, get:57
2023-12-07 10:48:04 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:72, get:54
2023-12-07 10:48:05 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:73, get:55
2023-12-07 10:48:07 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:74, get:5A
2023-12-07 10:48:08 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:75, get:5B
2023-12-07 10:48:10 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:76, get:58
2023-12-07 10:48:11 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:77, get:59
2023-12-07 10:48:32 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:78, get:4F
2023-12-07 10:48:33 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:79, get:4F
2023-12-07 10:48:35 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:7A, get:4E
2023-12-07 10:48:36 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:7B, get:4E
2023-12-07 10:48:38 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:7C, get:52
2023-12-07 10:48:39 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:7D, get:53
2023-12-07 10:48:41 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:7E, get:50
2023-12-07 10:48:42 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:7F, get:51
2023-12-07 10:48:44 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:80, get:AA
2023-12-07 10:48:45 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:81, get:AB
2023-12-07 10:48:47 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:82, get:A8
2023-12-07 10:48:48 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:83, get:A9
2023-12-07 10:48:50 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:84, get:AE
2023-12-07 10:48:51 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:85, get:AF
2023-12-07 10:48:53 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:86, get:AC
2023-12-07 10:48:55 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:87, get:AD
2023-12-07 10:48:56 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:88, get:A2
2023-12-07 10:48:58 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:89, get:A3
2023-12-07 10:48:59 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:8A, get:A0
2023-12-07 10:49:01 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:8B, get:A1
2023-12-07 10:49:02 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:8C, get:A6
2023-12-07 10:49:04 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:8D, get:A7
2023-12-07 10:49:05 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:8E, get:A4
2023-12-07 10:49:07 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:8F, get:A5
2023-12-07 10:49:27 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:90, get:B9
2023-12-07 10:49:29 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:91, get:BA
2023-12-07 10:49:30 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:92, get:B7
2023-12-07 10:49:32 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:93, get:B8
2023-12-07 10:49:33 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:94, get:BD
2023-12-07 10:49:35 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:95, get:BE
2023-12-07 10:49:37 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:96, get:BB
2023-12-07 10:49:38 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:97, get:BC
2023-12-07 10:49:40 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:98, get:B1
2023-12-07 10:49:41 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:99, get:B2
2023-12-07 10:49:43 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:9A, get:B0
2023-12-07 10:49:44 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:9B, get:B0
2023-12-07 10:49:46 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:9C, get:B5
2023-12-07 10:49:47 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:9D, get:B6
2023-12-07 10:49:49 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:9E, get:B3
2023-12-07 10:49:50 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:9F, get:B4
2023-12-07 10:49:52 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:A0, get:8A
2023-12-07 10:49:53 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:A1, get:8B
2023-12-07 10:49:55 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:A2, get:88
2023-12-07 10:49:56 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:A3, get:89
2023-12-07 10:49:58 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:A4, get:8E
2023-12-07 10:49:59 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:A5, get:8F
2023-12-07 10:50:01 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:A6, get:8C
2023-12-07 10:50:02 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:A7, get:8D
2023-12-07 10:50:22 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:A8, get:82
2023-12-07 10:50:24 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:A9, get:83
2023-12-07 10:50:25 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:AA, get:80
2023-12-07 10:50:27 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:AB, get:81
2023-12-07 10:50:28 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:AC, get:86
2023-12-07 10:50:30 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:AD, get:87
2023-12-07 10:50:31 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:AE, get:84
2023-12-07 10:50:33 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:AF, get:85
2023-12-07 10:50:34 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:B0, get:9A
2023-12-07 10:50:36 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:B1, get:9B
2023-12-07 10:50:37 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:B2, get:98
2023-12-07 10:50:39 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:B3, get:99
2023-12-07 10:50:40 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:B4, get:9E
2023-12-07 10:50:42 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:B5, get:9F
2023-12-07 10:50:43 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:B6, get:9C
2023-12-07 10:50:45 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:B7, get:9D
2023-12-07 10:50:46 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:B8, get:92
2023-12-07 10:50:48 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:B9, get:93
2023-12-07 10:50:49 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:BA, get:90
2023-12-07 10:50:51 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:BB, get:91
2023-12-07 10:50:52 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:BC, get:96
2023-12-07 10:50:54 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:BD, get:97
2023-12-07 10:50:55 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:BE, get:94
2023-12-07 10:50:57 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:BF, get:95
2023-12-07 10:51:17 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:C0, get:E2
2023-12-07 10:51:19 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:C1, get:E3
2023-12-07 10:51:20 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:C2, get:E0
2023-12-07 10:51:22 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:C3, get:E1
2023-12-07 10:51:23 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:C4, get:E6
2023-12-07 10:51:25 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:C5, get:E7
2023-12-07 10:51:26 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:C6, get:E4
2023-12-07 10:51:28 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:C7, get:E5
2023-12-07 10:51:29 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:C8, get:DD
2023-12-07 10:51:31 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:C9, get:DD
2023-12-07 10:51:32 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:CA, get:DC
2023-12-07 10:51:34 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:CB, get:DC
2023-12-07 10:51:35 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:CC, get:DF
2023-12-07 10:51:37 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:CD, get:DF
2023-12-07 10:51:39 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:CE, get:DE
2023-12-07 10:51:40 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:CF, get:DE
2023-12-07 10:51:42 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:D0, get:F4
2023-12-07 10:51:43 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:D1, get:F6
2023-12-07 10:51:45 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:D2, get:F0
2023-12-07 10:51:46 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:D3, get:F2
2023-12-07 10:51:48 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:D4, get:FC
2023-12-07 10:51:49 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:D5, get:FE
2023-12-07 10:51:51 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:D6, get:F8
2023-12-07 10:51:52 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:D7, get:FA
2023-12-07 10:52:13 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:D8, get:EA
2023-12-07 10:52:14 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:D9, get:EB
2023-12-07 10:52:16 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:DA, get:E8
2023-12-07 10:52:17 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:DB, get:E9
2023-12-07 10:52:19 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:DC, get:EE
2023-12-07 10:52:20 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:DD, get:EF
2023-12-07 10:52:22 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:DE, get:EC
2023-12-07 10:52:23 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:DF, get:ED
2023-12-07 10:52:25 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:E0, get:C8
2023-12-07 10:52:26 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:E1, get:C9
2023-12-07 10:52:28 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:E2, get:C6
2023-12-07 10:52:29 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:E3, get:C7
2023-12-07 10:52:31 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:E4, get:CC
2023-12-07 10:52:32 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:E5, get:CD
2023-12-07 10:52:34 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:E6, get:CA
2023-12-07 10:52:35 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:E7, get:CB
2023-12-07 10:52:37 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:E8, get:C0
2023-12-07 10:52:38 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:E9, get:C1
2023-12-07 10:52:40 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:EA, get:BF
2023-12-07 10:52:41 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:EB, get:BF
2023-12-07 10:52:43 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:EC, get:C4
2023-12-07 10:52:44 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:ED, get:C5
2023-12-07 10:52:45 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:EE, get:C2
2023-12-07 10:52:47 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:EF, get:C3
2023-12-07 10:53:07 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:E8, get:C0
2023-12-07 10:53:09 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:E9, get:C1
2023-12-07 10:53:10 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:EA, get:BF
2023-12-07 10:53:12 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:EB, get:BF
2023-12-07 10:53:13 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:EC, get:C4
2023-12-07 10:53:15 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:ED, get:C5
2023-12-07 10:53:16 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:EE, get:C2
2023-12-07 10:53:18 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:EF, get:C3
2023-12-07 10:53:19 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:F0, get:D6
2023-12-07 10:53:21 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:F1, get:D7
2023-12-07 10:53:22 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:F2, get:D4
2023-12-07 10:53:24 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:F3, get:D5
2023-12-07 10:53:25 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:F4, get:DA
2023-12-07 10:53:27 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:F5, get:DB
2023-12-07 10:53:28 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:F6, get:D8
2023-12-07 10:53:29 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:F7, get:D9
2023-12-07 10:53:31 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:F8, get:CF
2023-12-07 10:53:32 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:F9, get:CF
2023-12-07 10:53:34 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:FA, get:CE
2023-12-07 10:53:35 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:FB, get:CE
2023-12-07 10:53:37 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:FC, get:D2
2023-12-07 10:53:38 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:FD, get:D3
2023-12-07 10:53:40 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:FE, get:D0
2023-12-07 10:53:41 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:FF, get:D1
2023-12-07 10:53:45 : E1/T1 au_law TEST End
